time,prefix,as_path,as_origin,roa_origin
1657738209,45.118.246.1/32,None,58717,45905
1657907355,45.131.33.0/24,None,212657,50247
1657910297,45.145.122.0/23,None,1239,211373
1657877930,45.155.241.0/24,None,212578,8311
1657910297,45.156.58.0/23,None,1239,211440
1657913398,45.157.71.0/24,None,139471,32558
1657917199,45.162.77.0/24,None,18678,262589
1657919784,45.162.78.0/24,None,18678,262589
1657877974,45.163.0.0/22,None,271275,262847
1657844140,45.168.238.0/24,None,265530,270158
1657820251,45.169.240.0/24,None,268134,268134
1657842027,45.172.19.0/24,None,267785,264619
1657878536,45.184.224.0/24,None,269805,269805
1657921065,45.186.209.0/24,None,269827,263703
1657891870,45.225.236.0/22,None,264073,263569
1657922395,45.225.236.0/23,None,264073,263569
1657842271,45.229.168.0/24,None,266694,266694
1657913452,45.229.171.0/24,None,266694,266694
1657866184,45.231.213.0/24,None,267219,267219
1657919713,45.232.185.0/24,None,267271,267271
1657874204,45.250.219.0/24,None,134864,138257
1657919821,45.251.228.0/23,None,136498,59362
1657920285,46.3.128.0/24,None,207636,2914
1657738298,46.20.60.66/32,None,62393,62393
1657817558,2405:dc00:ef01:10::/126,None,4804,4804
1657738064,2405:dc00:ef01:101::/126,None,4804,4804
1657738064,2405:dc00:ef01:10c::/126,None,4804,4804
1657835241,2405:dc00:ef01:10f::/126,None,4804,4804
1657738064,2405:dc00:ef01:111::/126,None,4804,4804
1657817327,2405:dc00:ef01:202::/126,None,4804,4804
1657738066,2405:dc00:ef01:20d::/126,None,4804,4804
1657738065,2405:dc00:ef01:306::/126,None,4804,4804
1657738065,2405:dc00:ef01:307::/126,None,4804,4804
1657920965,2405:f3c0::/48,None,41378,210110
1657738056,2406:24c0:8::/48,None,136634,136634
1657922117,2406:3000:d::/48,None,140928,4657
1657922117,2406:3000:e::/48,None,140929,4657
1657917198,2406:84c0::/32,None,138225,140178
1657915737,2406:8800:9022::/48,None,17465,17465
1657915737,2406:8800:9032::/48,None,17465,17465
1657738112,2406:c940:1::/48,None,58972,58972
1657922150,2407:7380:1000::/36,None,134970,134970
1657922150,2407:7380:6000::/36,None,134970,134970
1657781366,240d:c010:1b::/48,None,132203,139341
1657919202,2602:fc5d:51::/48,None,399866,399866
1657922244,2602:feb2:40::/42,None,62492,1820
1657922216,2602:fed2:7317::/48,None,53356,400298
1657922250,2602:feda:ab7::/48,None,141011,142634+47158
1657921713,2603:b010:7000::/36,None,11796,11796
1657921713,2603:b010:fffd::/48,None,11796,11796
1657916611,2603:b0e0:cafe::/48,None,11796,11796
1657916611,2603:b0e0:efac::/48,None,11796,11796
1657921733,2604:1380:4501::/48,None,54825,54825
1657921733,2604:1380:4502::/48,None,54825,54825
1657915569,2604:bc40:6000::/48,None,14618,22188
1657922327,2605:59c1:3000::/36,None,36492,14593
1657922328,2605:59c1:d000::/36,None,36492,14593
1657922328,2605:59c2:1040::/43,None,36492,14593
1657922328,2605:59c2:10a0::/43,None,36492,14593
1657922328,2605:59c2:12e0::/43,None,36492,14593
1657922328,2605:59c2:14c0::/43,None,36492,14593
1657922328,2605:59c2:1600::/43,None,36492,14593
1657922328,2605:59c2:1660::/43,None,36492,14593
1657922328,2605:59c2:16c0::/43,None,36492,14593
1657922328,2605:59c2:1700::/43,None,36492,14593
1657922328,2605:59c2:1e80::/43,None,36492,14593
1657922328,2605:59c2:1ea0::/43,None,36492,14593
1657920133,2607:7c80:57::/48,None,6373,64260
1657738118,2607:f6f8:3100::/48,None,30170,30170
1657916194,2620:49:3::/48,None,16686,36236
1657917441,2620:4d:400d::/48,None,62597,395403
1657907208,2620:16d:700::/48,None,7862,7862
1657918921,2800:310:40c::/48,None,18678,262589
1657908880,2800:370:100::/46,None,28006,14420
1657907552,2800:370:120::/46,None,28006,14420
1657907970,2800:370:130::/46,None,28006,14420
1657908202,2800:370:134::/46,None,28006,14420
1657921564,2800:370:140::/46,None,28006,14420
1657918887,2800:485:fe00::/48,None,14080,10620
1657922380,2800:4f0:30::/46,None,28006,14420
1657922380,2800:4f0:34::/46,None,28006,14420
1657922380,2800:4f0:38::/46,None,28006,14420
1657921564,2800:4f0:50c::/46,None,28006,14420
1657922380,2800:4f0:51c::/46,None,28006,14420
1657738141,2800:670::/32,None,262589,52280
1657918953,2800:9a0:200::/40,None,14522,14522
1657918953,2800:9a0:300::/40,None,14522,14522
1657918953,2800:9a0:400::/40,None,14522,14522
1657918953,2800:9a0:1000::/40,None,14522,14522
1657909408,2800:ba0:14::/48,None,263812,27796
1657918594,2801:2:100::/48,None,17147,17147
1657918766,2802:0:46::/48,None,18747,18747
1657738144,2803:2b00:ffff:ffff:ffff:ffff:0:3c/128,None,52468,52468
1657916611,2803:3f40::/48,None,264754,264754
1657921857,2803:6aa0::/48,None,266872,266872
1657920276,2803:9810:20::/43,None,36492,14593
1657920276,2803:9810:80::/43,None,36492,14593
1657920276,2803:9810:120::/43,None,36492,14593
1657920276,2803:9810:420::/43,None,36492,14593
1657920276,2803:9810:520::/43,None,36492,14593
1657920276,2803:9810:680::/43,None,36492,14593
1657920276,2803:9810:900::/43,None,36492,14593
1657920276,2803:9810:a20::/43,None,36492,14593
1657920276,2803:9810:a40::/43,None,36492,14593
1657920276,2803:9810:c40::/43,None,36492,14593
1657920276,2803:9810:ea0::/43,None,36492,14593
1657920276,2803:9810:ec0::/43,None,36492,14593
1657920276,2803:9810:10c0::/43,None,36492,14593
1657920276,2803:9810:12c0::/43,None,36492,14593
1657920276,2803:9810:1620::/43,None,36492,14593
1657920276,2803:9810:1840::/43,None,36492,14593
1657920276,2803:9810:1880::/43,None,36492,14593
1657920276,2803:9810:18a0::/43,None,36492,14593
1657920276,2803:9810:1900::/43,None,36492,14593
1657920276,2803:9810:1aa0::/43,None,36492,14593
1657920276,2803:9810:1b00::/43,None,36492,14593
1657920276,2803:9810:1b20::/43,None,36492,14593
1657920276,2803:9810:1c40::/43,None,36492,14593
1657920276,2803:9810:1c80::/43,None,36492,14593
1657920276,2803:9810:1ca0::/43,None,36492,14593
1657920276,2803:9810:1d20::/43,None,36492,14593
1657920276,2803:9810:1e80::/43,None,36492,14593
1657916999,2803:ab00:92::/48,None,23520,52471
1657907242,2803:d110::/32,None,271994,262186
1657917296,2803:df20:4000::/34,None,266781,266781
1657921620,2804:0:8000::/33,None,2716,2716
1657922231,2804:354:a::/48,None,262874,262874
1657921299,2804:6e4:8000::/33,None,262612,262612
1657918852,2804:920:d000::/36,None,263053,263053
1657921636,2804:1110:8200::/48,None,262901,262901
1657918667,2804:2bec::/32,None,265184,267575
1657921598,2804:2bec::/33,None,265184,267575
1657921324,2804:3c80:1190::/44,None,266216,266216
1657916406,114.130.36.0/24,None,17806,132608
1657899827,114.130.37.0/24,None,17806,132608
1657904649,114.130.92.0/24,None,17806,132608
1657738118,115.109.145.0/24,None,17908,17908
1657738118,115.109.152.0/24,None,17908,17908
1657738118,115.109.155.0/24,None,17908,17908
1657922248,115.127.40.0/24,None,24342,55846
1657880065,115.186.38.0/24,None,38710,38710
1657836774,115.248.24.0/22,None,18101,18101
1657858210,115.248.48.0/22,None,18101,18101
1657861604,115.248.52.0/22,None,18101,18101
1657868864,115.248.60.0/22,None,18101,18101
1657738455,115.248.136.0/22,None,18101,18101
1657910322,115.248.148.0/22,None,18101,18101
1657791140,115.248.196.0/22,None,18101,18101
1657854408,115.249.8.0/22,None,18101,18101
1657850975,115.249.12.0/22,None,18101,18101
1657876043,115.249.32.0/22,None,18101,18101
1657858214,115.249.52.0/22,None,18101,18101
1657738302,115.249.96.0/22,None,18101,18101
1657738234,115.249.100.0/22,None,18101,18101
1657912891,115.249.116.0/22,None,18101,18101
1657920072,115.249.124.0/22,None,18101,18101
1657887386,115.252.70.0/24,None,18101,18101
1657903304,115.252.84.0/22,None,18101,18101
1657738395,115.252.140.0/22,None,18101,18101
1657738459,115.252.159.0/24,None,18101,18101
1657765275,115.252.186.0/24,None,18101,18101
1657772203,115.252.194.0/24,None,18101,18101
1657738287,115.254.128.0/20,None,18101,18101
1657794818,115.254.208.0/20,None,18101,18101
1657885105,115.254.224.0/20,None,18101,18101
1657738270,116.50.167.22/32,None,9658,9658
1657738270,116.50.189.98/32,None,9658,9658
1657738270,116.50.189.99/32,None,9658,9658
1657738371,116.58.75.11/32,None,17563,17563
1657920796,116.193.156.0/24,None,142612,15083
1657738297,116.206.184.0/23,None,137549,135610
1657848854,117.205.216.0/21,None,9829,9829
1657907411,117.239.20.0/22,None,9829,9829
1657884064,118.179.142.0/24,None,23956,133083
1657916675,118.185.115.0/24,None,55410,64520
1657922344,119.2.76.0/23,None,24201,131704
1657922344,119.2.78.0/24,None,24201,131704
1657922344,119.2.79.0/24,None,24201,131704
1657922344,119.2.80.0/24,None,24201,131704
1657922344,119.2.84.0/24,None,24201,131704
1657916468,119.2.93.0/24,None,24201,131704
1657738180,119.63.132.108/32,None,38193,45843
1657738180,119.63.132.110/32,None,38193,45843
1657803815,119.148.22.0/24,None,23923,63939
1657738087,119.225.19.120/29,None,7474,7474
1657738190,119.225.62.38/32,None,7474,7474
1657738080,119.225.70.144/29,None,137938,7474
1657738136,119.225.73.152/29,None,13821,7474
1657738270,120.89.46.29/32,None,9658,9658
1657845729,121.100.23.0/24,None,9341,9341
1657916418,121.227.7.0/24,None,140292,23650
1657916418,121.228.130.0/24,None,140292,23650
1657842822,122.11.197.0/24,None,138345,4657+38861
1657922264,122.146.97.0/24,None,4780,9919
1657872864,122.147.160.0/19,None,9919,4780
1657878776,123.192.96.0/21,None,38841,38841
1657912024,123.192.104.0/21,None,38841,38841
1657841363,123.205.39.0/24,None,18049,4780
1657827179,123.205.40.0/21,None,18049,4780
1657920882,123.205.64.0/20,None,18049,4780
1657920882,123.205.70.0/24,None,18049,4780
1657909127,123.205.75.0/24,None,18049,4780
1657920882,123.205.80.0/20,None,18049,4780
1657738091,124.9.1.101/32,None,9924,9924
1657738091,124.9.9.1/32,None,9924,9924
1657738091,124.9.9.65/32,None,9924,9924
1657738091,124.9.66.6/32,None,9924,131611
1657738088,124.19.2.64/26,None,7474,7474
1657738088,124.19.5.48/29,None,7474,7474
1657738088,124.19.11.66/32,None,7474,7474
1657738143,124.19.11.240/29,None,142590,7474
1657737993,124.19.106.128/28,None,139342,7474
1657738088,124.19.113.76/32,None,7474,7474
1657891263,208.109.154.0/24,None,44273,398103
1657921697,209.8.144.0/22,None,3491,198148
1657921697,209.9.110.0/24,None,3491,198148
1657908891,209.29.161.0/24,None,7861,852
1657909642,209.29.163.0/24,None,7861,852
1657824543,209.58.71.0/24,None,6453,6453
1657812982,209.58.72.0/24,None,6453,6453
1657919802,209.96.142.0/23,None,7029,7029
1657919802,209.96.232.0/22,None,7029,7029
1657919280,209.150.150.0/24,None,138423,59257
1657738323,210.49.36.124/30,None,4804,4804
1657738323,210.49.36.128/30,None,4804,4804
1657738323,210.49.37.68/30,None,4804,4804
1657738323,210.49.37.72/30,None,4804,4804
1657817926,210.49.37.76/30,None,4804,4804
1657738323,210.49.37.84/30,None,4804,4804
1657818046,210.49.37.92/30,None,4804,4804
1657738323,210.49.38.8/30,None,4804,4804
1657738323,210.49.38.24/30,None,4804,4804
1657738323,210.49.38.32/30,None,4804,4804
1657738323,210.49.38.112/30,None,4804,4804
1657738323,210.49.38.120/30,None,4804,4804
1657738323,210.49.38.136/30,None,4804,4804
1657738323,210.49.38.144/30,None,4804,4804
1657738323,210.49.38.152/30,None,4804,4804
1657738323,210.49.38.216/30,None,4804,4804
1657738323,210.49.39.64/30,None,4804,4804
1657738323,210.49.39.88/30,None,4804,4804
1657816732,210.49.39.152/30,None,4804,4804
1657834496,210.49.39.156/30,None,4804,4804
1657738024,210.49.47.208/28,None,4804,4804
1657738296,210.49.126.0/28,None,4804,4804
1657738336,210.49.126.128/28,None,4804,4804
1657738372,210.49.224.64/26,None,4804,4804
1657738323,210.49.225.16/28,None,4804,4804
1657738323,210.49.227.112/28,None,4804,4804
1657738041,210.49.228.0/27,None,4804,4804
1657738319,210.56.25.9/32,None,7590,7590
1657911426,210.63.204.0/24,None,24154,17709
1657909663,210.63.206.0/24,None,24154,17709
1657910519,210.63.207.0/24,None,24154,17709
1657890267,210.63.209.0/24,None,24154,17709
1657746779,210.79.212.0/24,None,17910,17910
1657746779,210.79.214.0/24,None,17910,17910
1657920186,210.203.2.0/24,None,9311,7482
1657896032,210.212.77.0/24,None,9829,9829
1657921807,212.1.219.0/24,None,30762,8075
1657914015,212.5.130.0/24,None,8866,8795+39135
1657738118,212.29.210.114/32,None,1680,1680
1657738118,212.29.210.125/32,None,1680,1680
1657738118,212.29.210.126/32,None,1680,1680
1657738343,212.45.72.24/32,None,42459,25076
1657913383,212.53.164.0/24,None,8893,208058
1657913383,212.53.172.0/24,None,8893,208058
1657913383,212.53.194.0/24,None,8893,208058
1657738142,212.69.135.0/24,None,174,62240+209372
1657913383,212.72.179.0/24,None,8893,208058
1657913383,212.72.190.0/24,None,8893,208058
1657869346,212.137.64.0/21,None,1273,1273
1657738118,212.143.2.224/32,None,1680,1680
1657738118,212.143.2.245/32,None,1680,1680
1657738118,212.143.78.136/32,None,1680,1680
1657738118,212.150.51.27/32,None,1680,1680
1657738118,212.150.51.28/32,None,1680,1680
1657738118,212.150.158.180/32,None,1680,1680
1657904446,212.188.66.0/23,None,49154,49154
1657904446,213.87.100.0/24,None,8359,39811
1657738327,213.134.134.134/32,None,12741,12741
1657909114,213.155.102.0/24,None,8685,8685
1657921827,213.166.84.0/24,None,1299,25369
1657917040,213.166.85.0/24,None,212914,25369
1657738172,213.168.195.0/28,None,9145,9145
1657876338,2.63.205.0/24,None,12389,12389
1657921650,5.83.120.0/22,None,49360,39120
1657738431,5.152.158.0/24,None,60530,199026
1657738212,5.159.7.241/32,None,49808,49808
1657921678,5.162.152.0/23,None,50010,50010
1657921678,5.162.168.0/23,None,50010,50010
1657738343,5.172.177.249/32,None,48011,48011
1657738266,5.188.83.176/32,None,49505,50340
1657738266,5.188.83.180/32,None,49505,50340
1657738266,5.188.119.49/32,None,49505,49505
1657920412,5.188.170.0/24,None,199524,210756
1657904372,5.189.205.0/24,None,199524,210756
1657879903,14.141.135.0/24,None,4755,4755
1657896282,23.27.227.0/24,None,18779,136787
1657898481,23.133.248.0/24,None,400542,54681
1657922274,23.133.249.0/24,None,400542,54681
1657919604,23.184.240.0/24,None,10753,207713
1657920874,23.226.80.0/24,None,31775,62727
1657920874,23.226.83.0/24,None,31775,62727
1657920874,23.226.89.0/24,None,31775,62727
1657920874,23.226.92.0/24,None,31775,62727
1657820435,23.226.137.0/24,None,7185,8100
1657920399,23.230.12.0/24,None,64267,54252
1657876704,23.248.160.0/24,None,21859,4766
1657879324,24.38.61.0/24,None,18960,6128
1657899171,194.87.227.0/24,None,210654,399471
1657738118,194.90.8.90/32,None,1680,1680
1657738118,194.90.8.93/32,None,1680,1680
1657910146,194.113.67.0/24,None,2856,40021
1657900931,194.135.119.0/24,None,47810,16509+203647
1657854302,194.217.57.0/24,None,1273,1273
1657911884,195.8.201.0/24,None,45671,137409
1657772305,195.27.237.0/24,None,1273,1273
1657787182,195.59.124.0/24,None,1273,1273
1657839538,195.59.160.0/24,None,1273,1273
1657853793,195.59.176.0/24,None,1273,1273
1657922126,195.87.161.0/24,None,15924,8386
1657789822,195.89.241.0/24,None,1273,1273
1657738252,195.93.180.3/32,None,48614,48614
1657922035,195.97.20.0/24,None,3329,3329
1657890572,195.97.24.0/22,None,3329,3329
1657890592,195.97.80.0/22,None,3329,3329
1657922307,195.97.86.0/23,None,3329,3329
1657914236,195.97.88.0/22,None,3329,3329
1657844918,195.206.167.0/24,None,1299,25369
1657909515,195.208.220.0/23,None,51408,49199
1657921272,195.211.56.0/22,None,51531,205530
1657738349,195.244.235.222/32,None,5605,5605
1657910877,195.253.88.0/23,None,8561,50611+48519
1657884263,196.0.10.0/24,None,21491,21491
1657884263,196.0.43.0/24,None,21491,21491
1657921099,196.13.250.0/24,None,2018,36982
1657738355,196.49.13.0/24,None,37054,327866+37887
1657918981,197.155.107.0/24,None,37357,37356
1657910266,198.37.109.0/24,None,397423,17216
1657920278,198.37.124.0/24,None,397373,17216
1657908994,198.105.102.0/24,None,61317,64080+58305
1657738323,198.142.128.128/32,None,4804,4804
1657738323,198.142.128.214/32,None,4804,4804
1657738323,198.142.129.56/32,None,4804,4804
1657738323,198.142.130.200/32,None,4804,4804
1657738323,198.142.131.29/32,None,4804,4804
1657738323,198.142.132.200/32,None,4804,4804
1657816918,198.142.237.240/30,None,4804,4804
1657738323,198.142.237.244/30,None,4804,4804
1657738323,198.142.247.27/32,None,4804,4804
1657738323,198.142.251.224/27,None,4804,4804
1657787114,186.225.150.187/32,None,262761,262761
1657737998,186.235.57.1/32,None,53001,53001
1657866892,187.44.163.34/32,None,28186,28186
1657847530,188.70.60.0/23,None,29357,29357
1657871430,188.71.206.0/23,None,29357,29357
1657784420,188.71.240.0/23,None,29357,29357
1657921550,188.71.246.0/23,None,29357,29357
1657796789,188.71.254.0/23,None,29357,29357
1657918915,188.135.18.0/23,None,50010,50010
1657896863,188.162.188.0/23,None,31163,31133
1657921697,188.209.122.0/23,None,51490,203346
1657888896,188.240.210.0/24,None,203523,39543
1657738218,188.241.120.129/32,None,25369,25369
1657828040,188.248.40.0/21,None,47794,48695
1657915080,188.253.32.0/19,None,58224,49100
1657866892,189.89.183.2/32,None,28186,28186
1657738341,189.124.127.129/32,None,28292,28292
1657840233,190.11.2.0/24,None,28006,14420
1657899879,190.11.7.0/24,None,28006,14420
1657922023,190.54.136.0/22,None,6535,6429
1657910064,190.60.21.0/24,None,18747,7087
1657910042,190.62.0.0/18,None,14754,14754
1657921447,190.62.8.0/24,None,14754,14754
1657855032,190.89.66.0/23,None,270357,270357
1657916923,190.90.4.0/24,None,18678,262589
1657916923,190.90.29.0/24,None,18678,262589
1657916923,190.90.55.0/24,None,18678,262589
1657916923,190.90.86.0/24,None,18678,262589
1657916923,190.90.101.0/24,None,18678,262589
1657916923,190.90.239.0/24,None,18678,262589
1657916923,190.94.182.0/24,None,262195,262589
1657916923,190.94.186.0/24,None,262195,262589
1657887734,190.102.224.0/24,None,27901,27901
1657883165,190.102.231.0/24,None,27901,27901
1657918499,190.105.177.0/24,None,52308,52308
1657896301,190.105.186.0/24,None,52308,52308
1657875500,190.105.187.0/24,None,52308,52308
1657909754,190.107.20.0/24,None,27951,262589+18678
1657921318,190.110.235.0/24,None,263834,52399
1657920592,190.114.192.0/20,None,27883,27883
1657889039,190.121.157.0/24,None,27951,262589+18678
1657849845,190.123.96.0/21,None,27877,27877
1657835877,190.151.145.0/24,None,52339,52339
1657835877,190.151.146.0/24,None,52339,52339
1657913399,190.151.148.0/24,None,52339,52339
1657922272,190.151.151.0/24,None,52339,52339
1657912463,190.151.153.0/24,None,52339,52339
1657912463,190.151.156.0/24,None,52339,52339
1657897687,190.152.71.0/24,None,27757,28006
1657845531,216.73.162.0/24,None,206092,7040
1657851419,216.122.172.0/24,None,40676,397423
1657919803,216.126.128.0/24,None,7029,7029
1657919803,216.126.136.0/24,None,7029,7029
1657839881,216.164.199.0/24,None,397186,6079
1657890402,216.177.139.0/24,None,61317,399746+212786
1657907199,217.11.245.0/24,None,15685,42000
1657738204,217.21.244.127/32,None,28878,28878
1657918878,217.65.136.0/24,None,36492,14593
1657920697,217.66.227.0/24,None,12975,15975
1657920697,217.66.236.0/24,None,12975,15975
1657895947,217.72.224.0/20,None,44944,6848
1657906106,217.116.213.0/24,None,51595,31027
1657738426,217.116.216.0/24,None,31027,31027
1657738113,217.153.155.160/29,None,199410,199410
1657916898,218.6.171.0/24,None,139220,38283
1657920863,218.35.40.0/24,None,131597,131597
1657911181,218.35.42.0/24,None,131597,131597
1657911181,218.35.49.0/24,None,131597,131597
1657911181,218.35.50.0/24,None,131597,131597
1657738191,220.101.1.8/29,None,7474,7474
1657738088,220.101.3.0/27,None,7474,7474
1657738088,220.101.7.160/27,None,7474,7474
1657843505,220.101.17.178/31,None,7474,7474
1657738088,220.101.22.48/28,None,7474,7474
1657738088,220.101.31.24/29,None,7474,7474
1657738088,220.101.31.96/30,None,7474,7474
1657738088,220.101.31.192/28,None,7474,7474
1657738088,220.101.33.0/29,None,7474,7474
1657738227,220.101.38.192/28,None,21534,7474
1657738088,220.101.40.96/27,None,7474,7474
1657738088,220.101.40.240/29,None,7474,7474
1657738196,220.101.46.24/30,None,133146,7474
1657738088,220.101.54.128/25,None,7474,7474
1657738088,220.101.92.192/27,None,7474,7474
1657738088,220.101.94.160/28,None,7474,7474
1657738088,220.101.102.80/28,None,7474,7474
1657738088,220.101.102.192/26,None,7474,7474
1657738224,220.101.120.32/28,None,58780,7474
1657915121,220.128.82.0/23,None,3462,10126
1657780723,220.225.19.0/24,None,18101,18101
1657809355,220.225.52.0/24,None,18101,18101
1657739363,220.225.70.0/24,None,18101,18101
1657911745,220.225.72.0/24,None,18101,18101
1657910558,220.225.80.0/23,None,18101,18101
1657834722,220.225.209.0/24,None,18101,18101
1657835573,220.225.210.0/24,None,18101,18101
1657838390,220.225.213.0/24,None,18101,18101
1657839243,220.225.214.0/24,None,18101,18101
1657829647,220.225.219.0/24,None,18101,18101
1657876517,220.225.225.0/24,None,18101,18101
1657877368,220.225.226.0/24,None,18101,18101
1657878194,220.225.227.0/24,None,18101,18101
1657872478,220.225.235.0/24,None,18101,18101
1657865276,220.225.243.0/24,None,18101,18101
1657867922,220.225.246.0/24,None,18101,18101
1657859859,220.225.253.0/24,None,18101,18101
1657791061,220.226.3.0/24,None,18101,18101
1657891539,220.226.158.0/24,None,18101,18101
1657914541,220.226.177.0/24,None,18101,18101
1657847202,220.226.195.0/24,None,18101,18101
1657789413,220.227.5.0/24,None,18101,18101
1657791852,220.227.8.0/24,None,18101,18101
1657779084,220.227.25.0/24,None,18101,18101
1657802474,220.227.52.0/23,None,18101,18101
1657805767,220.227.56.0/24,None,18101,18101
1657810239,220.227.61.0/24,None,18101,18101
1657738445,220.227.73.0/24,None,18101,18101
1657738455,220.227.75.0/24,None,18101,18101
1657738466,220.227.77.0/24,None,18101,18101
1657739373,220.227.78.0/24,None,18101,18101
1657910757,220.227.89.0/24,None,18101,18101
1657748516,220.227.118.0/24,None,18101,18101
1657749413,220.227.119.0/24,None,18101,18101
1657753833,220.227.124.0/24,None,18101,18101
1657754708,220.227.125.0/24,None,18101,18101
1657888135,220.227.150.0/24,None,18101,18101
1657888963,220.227.151.0/24,None,18101,18101
1657895266,220.227.158.0/24,None,18101,18101
1657738403,220.227.174.0/24,None,18101,18101
1657910183,220.227.176.0/23,None,18101,18101
1657918274,220.227.185.0/24,None,18101,18101
1657840913,220.227.192.0/23,None,18101,18101
1657854337,220.227.207.0/24,None,18101,18101
1657834728,220.227.217.0/24,None,18101,18101
1657836693,220.227.219.0/24,None,18101,18101
1657856092,220.227.241.0/24,None,18101,18101
1657864175,220.227.250.0/24,None,18101,18101
1657878652,220.247.168.0/24,None,9341,9341
1657919697,221.120.100.0/24,None,38192,135076
1657920406,221.120.102.0/24,None,38192,135076
1657911187,223.22.63.0/24,None,17709,131591
1657916452,223.27.147.0/24,None,38496,137346
1657920640,223.27.155.0/24,None,38496,137346
1657893065,223.29.227.0/24,None,9387,9387
1657906368,223.224.38.0/24,None,9498,45609
1657916980,223.239.48.0/22,None,45609,24560
1657916980,223.239.52.0/22,None,45609,24560
1657921438,223.239.56.0/22,None,45609,24560
1657919065,2001:56b:9::/48,None,7861,852
1657921529,2001:579:1884::/46,None,22773,22773
1657917684,2001:5a0:3903::/48,None,6453,6453
1657738033,2001:828:425::5360:8da4/128,None,21155,21155
1657881573,92.127.160.0/19,None,12389,12389
1657913786,92.223.5.0/24,None,199524,210756
1657907820,92.223.33.0/24,None,199524,210756
1657921033,92.223.41.0/24,None,199524,210756
1657922360,92.223.114.0/24,None,199524,210756
1657917895,93.119.104.0/24,None,203523,39543
1657891386,93.176.87.0/24,None,31027,31027
1657885309,94.24.44.0/23,None,199853,29119
1657737994,94.43.1.44/32,None,35805,35805
1657738196,94.75.82.0/23,None,201990,6830
1657889394,94.100.6.0/24,None,47570,48496
1657921638,94.121.152.0/21,None,12978,12978
1657904525,94.122.96.0/24,None,12978,12978
1657921807,94.143.105.0/24,None,30762,8075
1657881886,94.245.131.0/24,None,12389,12389
1657922021,95.43.250.0/24,None,8866,43561
1657839453,95.47.170.0/24,None,44834,44546
1657916190,95.142.10.0/24,None,15830,15734
1657738372,95.161.154.197/32,None,8492,8492
1657875289,95.168.128.0/20,None,20880,16202
1657921313,95.213.146.0/24,None,49505,49505
1657921313,95.213.182.0/23,None,49505,49505
1657901734,95.213.200.0/24,None,49505,49505
1657885653,96.43.65.0/24,None,21627,22302
1657921019,98.142.132.0/22,None,25820,6233
1657901333,101.50.18.0/23,None,4787,4787
1657901335,101.50.28.0/23,None,4787,4787
1657901335,101.50.30.0/23,None,4787,4787
1657911619,101.255.38.0/24,None,38511,38511
1657911619,101.255.49.0/24,None,38511,38511
1657911619,101.255.55.0/24,None,38511,38511
1657911619,101.255.56.0/24,None,38511,38511
1657911619,101.255.63.0/24,None,38511,38511
1657911619,101.255.75.0/24,None,38511,38511
1657911619,101.255.76.0/24,None,38511,38511
1657911619,101.255.80.0/24,None,38511,38511
1657911619,101.255.81.0/24,None,38511,38511
1657911619,101.255.89.0/24,None,38511,38511
1657911619,101.255.93.0/24,None,38511,38511
1657911619,101.255.97.0/24,None,38511,38511
1657911619,101.255.119.0/24,None,38511,38511
1657911619,101.255.128.0/24,None,38511,38511
1657911619,101.255.132.0/24,None,38511,38511
1657911619,101.255.133.0/24,None,38511,38511
1657911619,101.255.156.0/24,None,38511,38511
1657911619,101.255.158.0/24,None,38511,38511
1657911619,101.255.159.0/24,None,38511,38511
1657911619,101.255.162.0/23,None,38511,38511
1657911619,101.255.162.0/24,None,38511,38511
1657911619,101.255.165.0/24,None,38511,38511
1657911619,101.255.166.0/24,None,38511,38511
1657911619,101.255.178.0/24,None,38511,38511
1657917218,102.129.252.0/24,None,61317,174
1657910898,103.1.237.180/32,None,45544,45544
1657899833,103.3.224.0/24,None,56264,203020
1657916353,103.7.75.0/24,None,55707,7490
1657916715,103.11.237.0/24,None,132827,15412
1657738209,103.17.180.57/32,None,58717,58826
1657871255,24.187.70.0/23,None,54004,6128
1657910898,27.0.12.215/32,None,45544,45544
1657919995,27.0.235.0/24,None,8100,138995
1657922380,27.57.212.0/23,None,45609,24560
1657738319,27.254.32.18/32,None,7568,9891
1657738319,27.254.40.73/32,None,7568,9891
1657738319,27.254.40.181/32,None,7568,9891
1657738319,27.254.40.182/32,None,7568,9891
1657738319,27.254.40.185/32,None,7568,9891
1657738319,27.254.40.187/32,None,7568,9891
1657738319,27.254.40.188/32,None,7568,9891
1657738319,27.254.95.122/32,None,7568,9891
1657738319,27.254.136.44/32,None,7568,9891
1657738319,27.254.136.49/32,None,7568,9891
1657738319,27.254.139.127/32,None,7568,9891
1657738034,27.254.142.121/32,None,63989,63989
1657738034,27.254.142.124/32,None,63989,63989
1657738034,27.254.142.177/32,None,63989,63989
1657738319,27.254.149.115/32,None,7568,9891
1657738319,27.254.150.94/32,None,7568,9891
1657886234,31.40.157.0/24,None,208397,206810
1657921617,31.56.64.0/20,None,31549,205647
1657738204,31.134.48.0/32,None,50467,50467
1657737995,31.146.83.169/32,None,35805,35805
1657881362,31.153.64.0/20,None,6866,6866
1657738190,31.179.204.0/24,None,201046,6830
1657831518,31.222.113.0/24,None,203534,50129+200845
1657915904,31.222.204.0/23,None,30823,3320+393427
1657767945,36.66.17.0/24,None,137019,7713
1657917267,36.75.32.0/20,None,7713,7713
1657917267,36.75.76.0/22,None,7713,7713
