time,prefix,as_path,as_origin,roa_origin
1657886133,176.117.84.0/22,None,50643,59956
1657886133,176.117.86.0/24,None,50643,59956
1657918163,176.232.84.0/22,None,34984,34984
1657921702,176.234.12.0/22,None,34984,34984
1657787114,177.21.33.24/32,None,262761,262761
1657888152,177.39.164.0/24,None,28605,28584
1657737998,177.66.145.6/32,None,53001,53001
1657737998,177.66.145.140/32,None,53001,53001
1657737998,177.66.146.64/32,None,53001,53001
1657737998,177.66.146.144/32,None,53001,53001
1657916611,177.74.176.0/24,None,263651,268205
1657916611,177.74.179.0/24,None,263651,268205
1657815001,177.75.171.57/32,None,53062,53062
1657917013,143.55.240.0/24,None,395437,395437
1657920541,143.131.15.0/24,None,36492,14593
1657920162,143.202.244.0/22,None,264073,263569
1657922396,143.202.244.0/23,None,264073,263569
1657918845,144.48.35.0/24,None,396982,210504
1657908554,144.48.83.0/24,None,8100,138995
1657918839,145.224.121.0/24,None,36492,14593
1657738301,147.45.0.114/32,None,2895,2895
1657738319,147.50.133.155/32,None,7568,4750
1657738319,147.50.253.122/32,None,7568,142299
1657921763,147.78.204.0/24,None,9009,3257
1657921192,148.76.73.0/24,None,396844,6128
1657832539,148.77.39.0/24,None,396148,6128
1657738261,148.102.82.0/24,None,21575,19905+19180
1657738261,148.102.83.0/24,None,21575,19905+19180
1657738261,148.102.103.0/24,None,21575,19905+19180
1657738261,148.102.107.0/24,None,21575,19905+19180
1657921076,149.126.192.0/24,None,207636,59729+38337
1657888850,149.126.244.0/22,None,207636,13259
1657888850,149.126.248.0/21,None,207636,13259
1657765426,149.149.248.0/22,None,33600,10490
1657919781,150.107.51.0/24,None,133439,63944
1657738241,150.107.55.0/24,None,58601,24323
1657916526,151.192.0.0/21,None,9255,3758
1657916526,151.192.8.0/21,None,9255,3758
1657916526,151.192.32.0/21,None,9255,3758
1657909946,151.237.37.0/24,None,31287,62386
1657909570,151.237.38.0/24,None,31287,62386
1657738155,152.32.193.2/32,None,135377,135377
1657738155,152.32.193.119/32,None,135377,135377
1657738155,152.32.193.123/32,None,135377,135377
1657738155,152.32.193.124/32,None,135377,135377
1657738155,152.32.193.146/32,None,135377,135377
1657738155,152.32.193.151/32,None,135377,135377
1657738155,152.32.193.161/32,None,135377,135377
1657738155,152.32.193.166/32,None,135377,135377
1657738155,152.32.193.172/32,None,135377,135377
1657738155,152.32.193.180/32,None,135377,135377
1657738155,152.32.193.192/32,None,135377,135377
1657738155,152.32.193.199/32,None,135377,135377
1657738155,152.32.193.205/32,None,135377,135377
1657738155,152.32.193.217/32,None,135377,135377
1657738155,152.32.193.223/32,None,135377,135377
1657738155,152.32.193.224/32,None,135377,135377
1657738155,152.32.193.225/32,None,135377,135377
1657738155,152.32.193.247/32,None,135377,135377
1657738155,152.32.193.248/32,None,135377,135377
1657738155,152.32.193.251/32,None,135377,135377
1657890267,154.16.136.0/24,None,141158,834
1657841064,154.208.143.0/24,None,135391,211647
1657921803,154.210.83.0/24,None,54600,328608
1657916348,154.210.85.0/24,None,134548,328608
1657885524,154.210.91.0/24,None,54600,328608
1657916348,154.210.92.0/24,None,134548,328608
1657916348,154.210.93.0/24,None,134548,328608
1657870704,154.210.94.0/24,None,54600,328608
1657835914,155.254.144.0/24,None,6498,203
1657912176,155.254.145.0/24,None,6498,203
1657915045,155.254.146.0/24,None,6498,203
1657918201,155.254.147.0/24,None,6498,203
1657876855,155.254.158.0/24,None,6498,203
1657912466,156.238.33.0/24,None,54600,328608
1657914727,156.238.34.0/24,None,54600,328608
1657920490,156.240.61.0/24,None,134428,328608
1657920282,156.246.193.0/24,None,398823,35916
1657920282,156.246.200.0/24,None,398823,35916
1657920282,156.246.201.0/24,None,398823,35916
1657920282,156.246.252.0/24,None,398823,35916
1657920282,156.246.254.0/24,None,398823,35916
1657920282,156.246.255.0/24,None,398823,35916
1657921884,178.49.16.0/24,None,31200,31200
1657921884,178.49.28.0/24,None,31200,31200
1657921884,178.49.37.0/24,None,31200,31200
1657921884,178.49.38.0/24,None,31200,31200
1657921884,178.49.41.0/24,None,31200,31200
1657921884,178.49.203.0/24,None,31200,31200
1657910169,178.171.119.0/24,None,1239,209372+207710
1657910017,178.183.224.0/19,None,12912,12912
1657886677,178.239.151.0/24,None,34078,210392
1657913926,178.239.153.0/24,None,34078,210392
1657917116,178.239.154.0/24,None,197343,204650
1657916704,178.239.171.0/24,None,42167,25369
1657916690,179.1.4.0/24,None,18678,262589
1657916690,179.1.73.0/24,None,18678,262589
1657916690,179.1.76.0/24,None,18678,262589
1657920933,179.1.90.0/24,None,18678,262589
1657910671,179.3.64.0/21,None,27995,27836
1657905027,179.51.172.0/24,None,271174,28277
1657918087,179.61.134.0/24,None,398343,212687
1657917425,179.61.226.0/24,None,22773,49581
1657922357,179.63.222.0/24,None,264640,264640
1657922357,179.63.223.0/24,None,264640,264640
1657850310,179.136.8.0/21,None,28573,4230
1657889477,180.94.238.0/23,None,45873,133206
1657916528,180.128.6.0/23,None,45223,45223
1657852459,180.150.242.0/24,None,45954,45117
1657913488,180.178.152.0/22,None,9387,7018
1657738271,180.232.113.4/32,None,9658,18190
1657738271,180.232.113.5/32,None,9658,18190
1657913007,181.16.207.0/24,None,269752,52323
1657837108,181.50.88.0/22,None,10620,14080
1657830128,181.50.93.0/24,None,10620,14080
1657899933,181.50.100.0/24,None,10620,14080
1657866761,181.51.59.0/24,None,10620,14080
1657917769,181.51.80.0/22,None,10620,14080
1657909275,181.51.124.0/22,None,10620,14080
1657898921,181.51.170.0/24,None,10620,14080
1657829890,181.52.118.0/24,None,10620,14080
1657890058,181.52.172.0/24,None,10620,14080
1657911099,181.52.255.0/24,None,10620,14080
1657827213,181.53.29.0/24,None,10620,14080
1657830763,181.53.228.0/22,None,10620,14080
1657916106,181.54.52.0/22,None,10620,14080
1657913925,181.54.136.0/22,None,10620,14080
1657862662,181.54.196.0/22,None,10620,14080
1657917277,181.54.215.0/24,None,10620,14080
1657909282,181.55.108.0/22,None,10620,14080
1657857141,181.55.148.0/24,None,10620,14080
1657865526,181.55.243.0/24,None,10620,14080
1657887712,181.96.243.0/24,None,271984,10481+7303
1657854933,181.113.69.0/24,None,28006,22724
1657892010,181.189.8.0/22,None,270771,271380
1657780605,181.189.10.0/23,None,270771,271380
1657920797,181.198.192.0/18,None,27947,52257
1657888867,181.199.110.0/24,None,27947,52257
1657922043,181.214.186.0/23,None,138156,834
1657889933,181.215.26.0/24,None,40676,20473
1657922043,181.215.162.0/23,None,138156,834
1657920318,181.215.225.0/24,None,271930,35913
1657886955,181.225.73.0/24,None,27951,262589+18678
1657903691,182.75.0.0/24,None,9498,9498
1657916577,182.75.3.0/24,None,9498,9498
1657871583,182.75.16.0/24,None,9498,9498
1657875461,182.75.45.0/24,None,9498,9498
1657921186,182.75.65.0/24,None,9498,9498
1657900701,182.75.79.0/24,None,9498,9498
1657891048,182.75.80.0/24,None,9498,9498
1657895596,182.75.85.0/24,None,9498,9498
1657918632,182.75.112.0/24,None,9498,9498
1657910648,182.75.147.0/24,None,9498,9498
1657909180,182.75.170.0/24,None,9498,9498
1657871583,182.75.193.0/24,None,9498,9498
1657912770,182.75.230.0/24,None,9498,9498
1657908791,182.75.237.0/24,None,9498,9498
1657868568,183.82.156.0/24,None,18209,55577
1657920967,183.83.242.0/24,None,24309,18209
1657920967,183.83.243.0/24,None,24309,18209
1657920359,184.105.13.0/24,None,393436,6939
1657912724,184.105.31.0/24,None,393737,6939
1657738131,185.4.66.249/32,None,12722,12722
1657788654,185.7.240.0/23,None,41405,41405
1657908677,185.21.50.0/24,None,62579,211432
1657911266,2804:4c0c:10::/44,None,267345,267345
1657919486,2804:6054:8000::/37,None,269160,269160
1657915705,2804:6054:8800::/37,None,269160,269160
1657918718,2804:6728:8000::/33,None,269608,269608
1657920107,2804:7180:100::/40,None,270793,270793
1657918380,2804:850c:1000::/46,None,272554,272554
1657921767,2a00:1cf8:3000::/36,None,44944,6848
1657920595,2a00:1fa2:baf0::/44,None,42087,42087
1657738224,2a00:8a84:27f0:e::/64,None,29119,29119
1657920728,2a02:28:7::/48,None,60490,15388+8359
1657920734,2a02:2e0:cd4d::/48,None,12306,206564
1657920800,2a02:2858:200::/40,None,8315,34762
1657920919,2a03:90c0:b0::/44,None,199524,210756
1657921575,2a03:d9c0:3000::/48,None,3214,43357
1657913972,2a05:dfc7:300d::/48,None,200897,205432
1657914065,2a05:dfc7:3010::/48,None,200897,205432
1657914094,2a05:dfc7:3011::/48,None,200897,205432
1657914125,2a05:dfc7:3012::/48,None,200897,205432
1657914183,2a05:dfc7:3014::/48,None,200897,205432
1657913710,2a05:dfc7:3307::/48,None,200897,205432
1657914273,2a05:dfc7:3314::/48,None,200897,205432
1657921038,2a06:1280:ce05::/48,None,204136,61138
1657918447,2a06:41c0:1::/48,None,51559,42846
1657881898,2a06:9680:2::/48,None,31293,31293
1657881898,2a06:9680:a::/48,None,31293,31293
1657881898,2a06:9680:13::/48,None,31293,31293
1657881898,2a06:9680:28::/48,None,31293,31293
1657881898,2a06:9680:30::/48,None,31293,31293
1657881898,2a06:9680:35::/48,None,31293,31293
1657881898,2a06:9680:37::/48,None,31293,31293
1657881898,2a06:9680:3f::/48,None,31293,31293
1657881898,2a06:9682:4::/48,None,31293,31293
1657881898,2a06:9682:a::/48,None,31293,31293
1657881898,2a06:9682:b::/48,None,31293,31293
1657881898,2a06:9682:12::/48,None,31293,31293
1657881898,2a06:9682:14::/48,None,31293,31293
1657881898,2a06:9682:16::/48,None,31293,31293
1657881898,2a06:9682:17::/48,None,31293,31293
1657881898,2a06:9682:18::/48,None,31293,31293
1657921628,2a06:c701::/36,None,6810,6810
1657921628,2a06:c701:b000::/36,None,6810,6810
1657921628,2a06:c701:d000::/36,None,6810,6810
1657919707,2a06:f1c0::/30,None,203361,203361
1657917669,2a07:a880:4603::/48,None,3399,42675
1657922367,2a09:6:1::/48,None,8888,949
1657918009,2a09:4c2:2e::/48,None,205947,58057
1657915924,2a09:cfc0::/29,None,207709,57152
